Dataset ID,Question,Category,Sub-Category,Difficulty,Source,Company
#HMAP36,Flatten a binary tree into linked list,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP37,Implement Stack using Queues,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP38,Design a stack that supports getMin() in O(1) time and O(1) extra space,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP39,Length of the longest valid substring,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP40,Reversing a Queue,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP41,Find the first circular tour that visits all petrol pumps,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP42,Clone a stack without extra space,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP43,Minimum time required to rot all oranges,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP44,Maximum size rectangle binary sub-matrix with all 1s,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP45,The Celebrity Problem,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP46,The Stock Span Problem,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP47,Find last index of a character in a string,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP48,Number of pairs in an array with the sum greater than 0,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP49,Majority Element,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP50,Find a peak element,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP51,Find the transition point in a binary array,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP52,Find common elements in three sorted arrays,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP53,Leaders in an array,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP54,Find a pair with the given difference,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP55,Find bitonic point in given bitonic sequence,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP56,Capacity To Ship Packages Within D Days,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP57,QuickSort,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP58,Sort in a specific order,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP59,K’th Smallest/Largest Element in Unsorted Array,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP60,"Sort an array of 0s, 1s and 2s",Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP61,Count Inversions in an array,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP62,Find a triplet that sums to a given value,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP63,Find subarray with given sum,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP64,Chocolate Distribution Problem,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP65,The minimum sum of two numbers formed from digits of an array,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP66,Largest even number that can be formed by any number of swaps,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP67,Count pairs with a given sum,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP68,The longest sub-array having sum k,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP69,Zero Sum Subarrays,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP70,Union of Two Linked Lists,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP71,Check if an array can be divided into pairs whose sum is divisible by k,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP72,Longest Consecutive Subsequence,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP73,Triplet Sum in Array,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP74,Largest subarray of 0’s and 1’s,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP75,Merge K sorted Linked lists,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP76,Operations on Binary Min Heap,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP77,Tower Of Hanoi,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP78,Recursively remove all adjacent duplicates,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP79,Backtracking to find all subsets,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP80,Special Keyboard,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP81,Rat in a Maze Problem,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP82,Generate IP Addresses,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP83,Lucky Numbers,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP84,m Coloring Problem,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP85,Partition array to K subsets,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP86,Diagonal Sum of a Binary Tree,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP87,Generate n-bit Gray Codes,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP88,Sorted Array to Balanced BST,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP89,Level Order Binary Tree Traversal,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP90,Reverse Level Order Traversal,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP91,Print level order traversal line by line,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP92,Left View of Binary Tree,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP93,Boundary Traversal of binary tree,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP94,Vertical Traversal of Binary Tree,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP95,Check if two Nodes are Cousins,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP96,Binary Tree to DLL,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP97,Serialize and Deserialize a Binary Tree,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP98,Convert a Binary Tree to a Circular Doubly Link List,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP99,A program to check if a binary tree is BST or not,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP100,Find the node with minimum value in a Binary Search Tree,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP101,Lowest Common Ancestor in a Binary Tree,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP102,Lowest Common Ancestor in a Binary Search Tree.,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP103,Maximum difference between node and its ancestor in Binary Tree,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP104,Bipartite Graph,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP105,Detect cycle in a directed graph,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP106,Detect cycle in an undirected graph,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP107,Topological sort,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP108,Minimum Spanning Tree,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP109,Minimum steps to reach target by a Knight,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP110,Strongly Connected Components (Kosaraju’s Algo),Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP111,Snake and Ladder Problem,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP112,Word Boggle,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP113,Find whether it is possible to finish all tasks or not from given dependencies,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP114,Bridges in a graph,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP115,Flood Fill Algorithm,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP116,Find if a string is interleaved of two other strings,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP117,Max rectangle,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP118,Palindrome Partitioning,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP119,Number of Unique BST with a given key,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP120,Boolean Parenthesization Problem,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP121,Number of Coins,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP122,Egg Dropping Puzzle,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP123,Word Break,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP124,Wildcard Pattern Matching,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP125,Total Decoding Messages,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP126,Jump Game,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP127,Longest Increasing Subsequence,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP128,Painting Fence Algorithm,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP129,Count All Palindrome Sub-Strings in a String,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP130,Count ways to reach the n’th stair,Technical,DSA,N/A,GeeksforGeeks,Apple
#HMAP131,Burst Balloon to maximize coins,Technical,DSA,N/A,GeeksforGeeks,Apple
